,titles,label
5206,Nurse amateur real vidéo casero,1
15802,Can I drop my phone even more?  No white screen yet.,0
2339,haven't talk with aaliyah love in a few  miss her some. wife says to thank her for the mags she sent us ;),0
5884,Tiny legal age teenagers porn videos,1
22061,OfficialAshleyG Turkish Fans loves you ashley ;) You have a lot of fans in here . please come to turkey ,0
11605,latinas cumming,1
3959,"Naive Blonde Barbie Fucked and Jizzed After Nice, But Hard Action at Home",1
2382,triner Too bad you couldn't wait another month or so for me to sell mine. ,0
9849,Graphics card don't work - some kind of conflict or something ,0
4253,TweetDeck crashed again  I don't think it likes Vista64,0
7682,Sister Let me Lick Her Anal and Rides My Head and Facesitting,1
24006,"Clear, sunny, lgast day Breck is open and I have to work. ",0
13143,l. Branquinha Sentindo Prazer,1
855,Public Agent Euro Woman in Glasses Sex in Real public placed Staircase in Prague,1
23604,is not looking forward to tidying his room today ,0
13517,"Casting for Adult business, fucking in front of camera",1
26488,feeling the pain in my buns after biking 20 km around Warsaw yesterday ,0
10013,"Been up since an ANNOYINGLY early hour for a Saturday, laying in bed attempting to fall back to sleep....it is evading me ",0
23090,....my tummy doesn't feel good ,0
15423,frazj http://twitpic.com/3eh4y - i wish i was still on holiday ,0
10808,Home from St Lucia!  but I have my doggies ,0
27526,gonna be busy all day with papers ,0
11257,freestyle314 gets to throb big black cock,1
9056,"Just finished slumdog, good flick but I was bummed, no bricktop  #fb",0
9046,nobody put me on folollow friday this week.. im tight!  lol,0
4601,"Great, PC fixed, CS4 installed, but now the wireless adapter doesnt work! Of to buy a new one.... ",0
7098,is working from home but wishing it was 'home time' ,0
1650,Someone needs to give this baby a home!!! I would but it's a bit too soon  http://tinyurl.com/dzbppd,0
423,"treesahquiche okay, about the applepears, I've talked to a few people and they've ALL had them before. No one ever told me, never ",0
10724,mollypriesmeyer Having to articulate a high-five = FAIL.   ,0
27768,sicky pooo  massive headache and yucky coughhh  BLahhh,0
13233,Bloody fireworks sound like bombs going off!! Pen is not a happy little doggie ,0
562,Catherine Denby Loves Hot Sex,1
16415,"Good night, I taught Oleg and Terr the Hoedown Throwdown, hahah, my first two students! Babies&lt;3. Work tomorrow morning ",0
10416,exampleyoutwit is the brighton gig on the 26th completely sold out!!!??? ,0
16413,"im lonely  keep me company! 22 female, Pittsburgh - Pennsylvania",0
2494,meganxnightmare I think so too  I always get it.,0
16423,SelenaFans its over now  but i watched it. its one of my favorite movies,0
6328,Hermosa Chica Se Deja Tocar Por Su Amiga,1
5306,locked out of my outlook account for the 3rd time in 3 days ,0
8736,Feeling shitay ,0
29152,soooooo bored...i feel lonely ,0
22533,Why did my dad have to go out this morning? I want to open my presents ,0
17312,"MsJG Well its Sat night 4 1 thing, and its not any diff than any othr nite.. bt i have no life.  About to do dishes! YIPPEE!! (sarcastic)",0
20457,WHY  do i have a cigarette burn next to my belly button ! ,0
19807,Evening! Finally able to drag myself back to the PC after a bout of food poisoning from Friday night  Not my kind of weekend.,0
29402,i wonder if i should go to bed even though I am 612 tweets short. ,0
4779,It's so cold this morning! Not even 40 degress today. I'm wearing 3 layers and still shaking. Brrrr.... ,0
7133,argentina cojiendo 2,1
8707,twitterrific. NO ,0
11849,Why is my server always the one the dies ,0
21727,Mmmm is going to have a little sleepy ,0
5061,slipandstumble really hope it goes aright ,0
5403,Fer me pide que le rompa el culo y le encanta.,1
3335,Blonde Step Sis Getting Her Ass Fucked By A Big Dick,1
20492,MissxMarisa hahaha scary stuff!!! Walk is a great song!! Dimebag is now dead ,0
16926,"AClockworkToad I am sorry TTT, I dont have SB cake pic, that was in my phone when it died and I lost all my pics.  ",0
7710,Come home to expect his warm hug &amp; gets none! ,0
11675,micalynmiller09 I'm sorry micalyn   . try to feel better and enjoy the day!,0
17602,i'm sleepy and still at this party  Best.U.Ever.Had,0
10564,"Fucking can't go to Gay Prom  so i'm gonna chill at home, work on prolenet.org",0
4863,Morticia626 I got chastised for kitty punting with you yesterday. ,0
29778,"Dang, I hate when I fall asleep watching tv around 7 and sleep for too long and now it is 1:30 and wide awake! ",0
24688,The Comcast guy is having some trouble installing th new line from the basement to the computer upstairs... ,0
19831,eprep why does that picture turn me on..lol..just kidding..well not really ,0
11339,"IsabellaSky That's because you're in all the wrong places! Yeah, we have to hang out soon.  IMY already.",0
14161,boo. The Brewers are def not off to a good start ,0
4398,so tired   in my room chilling out. fun :|,0
27994,Woke up sick  Hope work is easy!,0
28909,Heading back to LA ,0
10542,"Bless, this woman has been here for 2hours waiting for her son to come and pick her up  Awwwwwww, i hope he arrives soon !!",0
14103,so we never went to softball. o well haha. hanging in my room and then dinner. idk if i am going out i still feel icky ,0
11905,Angie is working at the mall today ,0
16092,Ohhhh....I spent too much ,0
25304,ariestotle HAHA I want the 4th year people to see this  I WANT TO LOOK SWEET ) nose. wala akong plans ),0
13065,A103. teen couple webcam,1
24535,woodland_faerie Ummm I just realized I haven't recieved a text since I got the new phone. No one has gotten any of mine either. Ugh. ,0
5090,Upskirt mi cuñada viene a mi casa sin calzon y la grabo debajo de la falda se da cuenta cogemos y la grabo a escondidas subo el video para exhibir su gran coño apretado y mojado,1
10793,bbc loving slut,1
10814,hollywills why can you not come up North and see us? ,0
5804,"bigjonevans willgray79 you asked for a &quot;Volunteer&quot; for Monday, not sure mine will be there    http://bit.ly/13qWMV",0
2340,Office sex,1
4286,"JohnGreenaway o that's fantastic. i hate timesheets, but they are forcing me to do them now ",0
1092,Pendeja culona mamando verga y cogiendo en cuatro,1
577,I don't get statistics!  Its all a bunch of mumbo jumbo for me.,0
29081,Some things are so unfair ,0
21467,Alecroce78 Howdy Bro! Good to see you here; trust Roma is warm and sunny despite bad day for Gunners ,0
17777,my laptop has a virus i think ,0
16605,"single and pregnant, definitely didn't expect this....heartbroken ",0
5582,key.. this is just weird ,0
27953,auditiondanny How the hell did that happen?  Poor Danny.,0
9823,_everaldo I saw #squirrel some months ago on your twitter. I'm sorry it's for Mac only ,0
28307,"ellieellieellie I know, I am ",0
6165,I just hit a squirell  poor lil guy,0
1357,My compassion to the people in italy! My mother is calling with our relatives in Italy right now  ,0
18674,"guys at Garden Of Eden are retarded tonite, at least try to pretend you dont have an asian fetish ",0
3822,why do i have to go to the sitty job more often than the nice one ,0
3671,"Dogs around my ankles as I've had to lock them in the study with me, away from the builders. Oh joy, only another 14 weeks of this. ",0
6984,last day before vacation! hip hip hooray hip hip hooray!...alarm didn't go off this morning making me unproductive before a very busy day ,0
21886,Laptop keeps freezing and I can't do this artwork  I need to do 9 more samples by the end of today ,0
11687, so i might not be able to go tonight,0
15228,work still sucks not even halfway done and im starving ,0
9367,Awesome video compilation with amateur swingers fucking on the nude beaches from NudeBeachDreams.com,1
16121,Ok I just officially drank this whole bottle of wine... ,0
7511,I still don't know who Jadakiss is. ,0
6793,thezombiehunter Oh no! I hope you feel better soon. ,0
7312,3some with two chinese girls makes them both late for class! @andregotbars,1
6940,"LLAME DOS PUTAS DIJERON  QUE ERAN  DE BRAZZERS, FIJATE COMO  ME SALIO PARTE 2",1
5287,HOW is it 1pm ALREADY? Not enough done ,0
20109,"sometimes people suprise you and prove you wrong when all you do is be there for them, guess it's time to move on....having a hard night ",0
19154,It's so hot here in Singapore  It's been 2 days already�,0
8436,Babes - Luna,1
12352,Dilettante blowjobs,1
22626,About to go to the hospital. ,0
4289,mileycyrus awe I feel u i just woke up for school  hopefully we both have a better rest of the day.. &amp; I hope that includes meeting u lol,0
13644,No one has brought us a Mixtape yet. ,0
2511,Real Amateur Facesitting Female Orgasms,1
9351,redhead milf gets b. big black cock bdsm banged,1
1160,Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30? ,0
24464,My ribs are itching. Wahhh? ,0
3529,Went to the dentist today... totally as a last resort... totally broke now too!! God damn the dental industry needs competition policies ,0
8175,TUSHY Girlfriends Alex Grey and Karla Kush Try Anal Together,1
332,michigan state you make me sad ,0
11781,wishing I was enjoying this awesome day in Chi-town ,0
2139,FEMALE ORGASM,1
18815,"noreenramli Oh babe!! Drove past Pink Sage today,think we saw you but we left a different way so couldn't pop in to say hello ",0
7999,enoch111 Whoops. I got a little too happy. Doesn't work. Takes me to Cisco's page.  Shoot.,0
9781,mercedez benz !!   i have electrical  probems &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; stress,0
6202,Legal age teenager lez porn,1
269,Petite masseuse Anita rides a huge cock,1
1587,Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  ,0
11986,Argh I hate waiting ,0
225,Slutty teen suck and fuck,1
25485,Waiting for twitterfeeds. ,0
16350,A bit worried sun coming up &amp; no sleep managed yet despite temazepam ,0
9627,cheeriokeeper I work for a lot of photographers and what to learn the ropes...just can't afford one yet ,0
28221,I've had my car 16 days and have yet to take it anywhere by myself. This sucks ,0
10702,danshearin I want to see sack and moomoo. ,0
16308,"KATaylor007 Wish I could go with you    I am not going on the cruise. Hope you have fun! Have enough for me, too.",0
15471,Hmm...first time here. Don't really know how to start. What am I doing...good question. I'm trying to clean my room...how fun ,0
21632,raining hard here! date night's just got canceled again.. ,0
14885,"have to write three papers today, ugh ",0
7361,busty teen in stockings,1
10377,extreme skinny stepdaughter tight pussy gets rough and deep fucked by big cock stepdad,1
27843,But just gotta thank god cause I know it couldve been worse. Girls night out turned into. Chanels week in ,0
10643,Big boobed Ava Addams fucked hard,1
2176,College porn episodes,1
16749,"ReneeMurad finallly, it's about time you followed me... you should have come overrr ",0
26328,I'm rather sad that the Open Tournament overlaps the same Sat. block as Solaris Melee &amp; &quot;What's up w/ Catalyst&quot; @ GenCon.  I want all 3.,0
21460,roxy_yeah cause i delete some really great pictures ,0
8633,i cant believe boys like girls actually considered touring in brazil! i wish they'd come ,0
19162,wernshen what a boring start to the race! ,0
28845,So upset that spring break is like over ,0
3620,"so tomorrow/today finishing up hmwk, getting over being sick, then getting ready for another day of school tomorrow ",0
19498,My writing is Epic Fail!  I need new friends... lol,0
11801,souljaboytellem omfg i wish i was rich ,0
10816,12 hours of my son's baseball tournaments today. No twitter backgrounds today  Maybe I can get some good nature photos while out and about,0
4793,"Just booked a dentist appointment, what joy ",0
12934,Horny milf seduces a boy,1
5631,Free in nature's garb legal age teenager sex,1
28579,eating late lunch  taking break from cleaning out closet ,0
2578,Going to school in twenty minutes. I have a head-ache T_T. I'm not looking forward to meeting my angry teacher ,0
8870,coerter r u ok??  do u need anything?,0
28166,Greets everyone. Great weekend? Having some coke 'n chips. Couch potato ;) Back to work tomoz ,0
28505,Back in the us.   already miss japan.,0
11025,Hot,1
22549, waking up to an inbox filled with more stuff to do.,0
1584,Let us know how he's doing ok? ,0
8949,Boooooo! Work tomorrow ,0
2975,No O2 GPRS  Anyone else with issues?,0
23617,SarahBeara123 nothin ...just bein bored  and its not kool hehe,0
